7141	05 Verlegen, Heben & Klopfen	Saugheber	4	Ferro Saugheber Porter Compo	Robuster Saugheber für sicheren Transport schwerer, glatter Platten.
3279	05 Verlegen, Heben & Klopfen	Saugheber / Vakuumheber	5	NEMO GRABO PRO Hard-Case	Akku-Vakuumsauger hält grossformatige Fliesen und Platten sicher fest.
2086	05 Verlegen, Heben & Klopfen	Saugheber / Vakuumheber	4	Saugheber Typ 2 aus Alu 80kg	Handlicher Saugheber zum sicheren Heben glatter Platten.
7675	05 Verlegen, Heben & Klopfen	Schonhämmer	4	SIMPLEX Schonhammer mit verstärktem  Ø30mm, TPE-soft / Nylon	Zwei Schlageinsätze in einem Hammer, austauschbar, kein schwarzer Abrieb.
7378	05 Verlegen, Heben & Klopfen	Schonhämmer	3	SIMPLEX Schonhammer extra kurz, Ø60mm Stiel 205mm	Kompakter Schonhammer mit Standfuss für ergonomisches Arbeiten.
7379	05 Verlegen, Heben & Klopfen	Schonhämmer	3	SIMPLEX Schonhammer mit Alu-Gehäuse und Holzstiel, Ø 30/40/50/60 mm	Leichter Schonhammer ohne Farbabrieb, Komponenten austauschbar.
8288	05 Verlegen, Heben & Klopfen	Schonhämmer	3	HALDER SUPERCRAFT-Schonhammer Ø60mm und Ø70mm	Rückschlagfreier Schonhammer für besonders kraftvolle, gelenkschonende Schläge.
6243	05 Verlegen, Heben & Klopfen	Vakuumheber	5	FLEX GRABO VLP 18 C Vakuumheber	Hebt und positioniert Fliesen und Platten bis 120 kg sicher und mühelos.
6957	05 Verlegen, Heben & Klopfen	Vakuumheber	5	FLEX Aktion Twinpack 18V Akku Vakuumheber VLP 18.0 Grabo	Sicherer, mobiler Vakuumheber für schwere Platten und Fliesen.
7969	05 Verlegen, Heben & Klopfen	Vakuumheber	5	FLEX Aktion Grabo VLP + Fliesenrüttler TV 18-EC C	Kombiniert Heben und Einrütteln von Fliesen in einem Akku-Set mit Ladeset.
7692	05 Verlegen, Heben & Klopfen	Vakuumheber	3	FLEX Handtragegriff VLP-HCH Duo	Erlaubt aufrechtes, rückenschonendes Tragen schwerer Platten zu zweit.
7693	05 Verlegen, Heben & Klopfen	Vakuumheber	3	FLEX Handtragegriff VLP-HCH Solo	Erlaubt aufrechtes, rückenschonendes Tragen schwerer Platten allein.
6158	05 Verlegen, Heben & Klopfen	Vakuumheber-Zubehör	2	NEMO GRABO - SlenderSeal	Ermöglicht sicheres Ansaugen und Tragen schmaler Fliesen und Bauteile mit GRABO-Hebern.
5950	06 Rühren, Kleben & Fugen	1K-Klebstoff	4	AKEMI AKENOVA® ELASTIC 100	Elastischer Hochleistungskleber ohne Randzonenverfärbung an Naturstein.
5951	06 Rühren, Kleben & Fugen	1K-Klebstoff	4	AKEMI AKENOVA® ROCKET 200	Handfest in nur 20 Minuten für schnelle Montagearbeiten.
1319	06 Rühren, Kleben & Fugen	2K-Fixierkleber	3	AKEMI AKEPOX® 3000,  Mini Quick	Schnell härtender 2K-Kleber zum präzisen Fixieren von Stein und Metall.
2139	06 Rühren, Kleben & Fugen	2K-Kleber	3	AKEMI PLATINUM P+ L-Spezial 170 Gramm	Schnelltrocknender 2K-Kleber für vertikale Kleb- und Kittarbeiten.
3887	06 Rühren, Kleben & Fugen	2K-Kleber	3	AKEMI COLOUR BOND Maxi Power / +P6	Vorgefärbter 2K-Kleber für unsichtbare Fugen bei Quarzkomposit und Naturstein.
6535	06 Rühren, Kleben & Fugen	2K-Kleber	3	AKEMI AKEPOX 5010 Coloured	Farbgenaue, witterungsfeste Verklebung sichtbarer Fugen im Aussenbereich.
4300	06 Rühren, Kleben & Fugen	2K-Kleber	2	AKEPOX PANEL ADHESIVE 7030 2K-Kleber	2K-Flächenkleber für Dünnkeramik-Sandwichplatten mit schneller Aushärtung.
1327	06 Rühren, Kleben & Fugen	Farbangepasste Silikone	3	AKEMI Composil - Colour Matched Silicone	Farbtongleicher Silikon-Dichtstoff für unsichtbare Anschlussfugen.
2052	06 Rühren, Kleben & Fugen	Farbmuster-Zubehör	2	AKEMI Farbfächer Colourchart + Colour Chart 2.0 APP	Farbfächer zur exakten Zuordnung des passenden AKEMI-Klebers.
5449	06 Rühren, Kleben & Fugen	Farbpasten für Kleber	2	AKEMI Spectrum Pastes 51 Farben	Passgenaue Farbanpassung von Kleber an Naturstein- und Quarzkomposit-Oberflächen.
4697	06 Rühren, Kleben & Fugen	Farbpigmente	1	PULVERFARBE OXYD SCHWARZ 500 1 Kilogramm	Kräftige, lichtechte Schwarzfärbung für Beton und Putz.
4215	06 Rühren, Kleben & Fugen	Fugenfüllstoffe	3	AKEMI FLEXY-ZEM	Fugenfüllstoff in Zementoptik als Ersatz für klassischen Fugenmörtel.
7475	06 Rühren, Kleben & Fugen	Kartuschenpressen	4	FLEX Kartuschenpresse CG 310 18C	Kraftvolle Akku-Kartuschenpresse für harte Kleber ohne Nachtropfen.
7476	06 Rühren, Kleben & Fugen	Kartuschenpressen	4	FLEX Kartuschenpresse CG 310/600 18	Komplettset der Akku-Kartuschenpresse inklusive Folienbeutel-Rohr und Koffer.
2384	06 Rühren, Kleben & Fugen	Kartuschenpressen	3	AKEMI COLOUR BOND Skelettpistole ECO 10:1	Präzise Kartuschenpresse für den Colour-Bond-2K-Kleber.
645	06 Rühren, Kleben & Fugen	Kartuschenpressen	3	Profi 310ml Kartuschen Presse Premium-Pistole für Silikon 310 ml	Präzise, tropffreie Silikon- und Kleberapplikation aus 310-ml-Kartuschen.
3069	06 Rühren, Kleben & Fugen	Kartuschenpressen	2	AKEMI Zylinder Pistole COX 400ml	Robuste Handpistole für Kartuschen und Folienbeutel.
7174	06 Rühren, Kleben & Fugen	Klebedichtstoffe	3	AKENOVA CLEAR 300 glasklar CC 2200 1K-Klebedichtstoff	Transparenter, universell einsetzbarer 1K-Klebedichtstoff für Sichtfugen.
4448	06 Rühren, Kleben & Fugen	Mischdüsen-Zubehör	1	AKEMI Jollynator	Spart Kleber durch präzises Einbringen in schmale Fugen.
4247	06 Rühren, Kleben & Fugen	Montagekleber	3	KGS MS-Polymer High Tack 360	Hochfester Montagekleber für sofortige Verklebung von Stein und Keramik.
5749	06 Rühren, Kleben & Fugen	Rührwerke	5	FLEX R 2602 Rührmaschine	Robustes Rührwerk zum täglichen Anmischen von Mörtel und Kleber.
6875	06 Rühren, Kleben & Fugen	Rührwerke	5	FLEX 2-Gang Rührer Akku MXE 18.0 EC WR2 120	Kraftvolles Akku-Rührwerk für Kleber, Fugenmasse und Ausgleichsmasse.
6876	06 Rühren, Kleben & Fugen	Rührwerke	5	FLEX 2-Gang Rührer Akku MXE 18.0 EC/5.0 Set & WR2 120	Komplett-Set: Akku-Rührwerk inklusive Akkus und Ladegerät, sofort einsatzbereit.
7898	06 Rühren, Kleben & Fugen	Rührwerke	5	FLEX MXE 1202 + WR2 140 Rührwerk	Robustes 2-Gang-Rührwerk für Mischanwendungen bis 60 kg, inkl. Rührstab.
7899	06 Rühren, Kleben & Fugen	Rührwerke	5	FLEX MXE 1602 + WR2 160 Rührwerk	Kraftvolles 2-Gang-Rührwerk für grosse Mischmengen bis 90 kg.
7933	06 Rühren, Kleben & Fugen	Rührwerke	4	FLEX MXE 1000 + WR2 120 Rührwerk	Bewährter, kompakter Standardmischer für kleinere Mischmengen bis 40 kg.
7244	06 Rühren, Kleben & Fugen	Rührwerke 230 V	4	FLEX 2-Gang Rührer 1200 Watt MXE 1202 AKTIONSSET	Starkes 230-V-Rührwerk für grosse Mischmengen bis 60 kg.
7430	06 Rühren, Kleben & Fugen	Silikon-Fugendichtstoff	4	AKEMI Marmor Silikon 310ml Kartusche	Verfärbungsfreies Silikon speziell für Fugen an Naturstein wie Marmor und Granit.
7248	07 Reinigen, Schützen & Reparieren	Auftragswerkzeuge	1	AKEMI Impregnation Application Mob / Mikrofasermopp	Wiederverwendbarer Mopp für grossflächigen Imprägnierauftrag.
7253	07 Reinigen, Schützen & Reparieren	Auftragswerkzeuge	1	AKEMI klappbarer Kunststoff-Mopphalter mit Fixierklipp 40x11cm	Praktischer Mopphalter für grossflächigen AKEMI-Produktauftrag.
7256	07 Reinigen, Schützen & Reparieren	Auftragswerkzeuge	1	AKEMI Square Bucket 10 Liter	Lösungsmittelfester Eimer für grossflächigen AKEMI-Produktauftrag.
4019	07 Reinigen, Schützen & Reparieren	Farbtonvertiefer	3	AKEMI TRANSFORMER MAX	Extrem schnell wirkende Imprägnierung mit starker Farbtonvertiefung.
4065	07 Reinigen, Schützen & Reparieren	Farbtonvertiefer	3	AKEMI Farbtonvertiefer Super	Langzeit-Farbtonvertiefer speziell für dunkle Natursteine.
6677	07 Reinigen, Schützen & Reparieren	Imprägnierer	4	AKEMI Pearl Impregnator	Premium-Schutz gegen Wasser, Öl und Fett auf Naturstein und Feinsteinzeug.
6197	07 Reinigen, Schützen & Reparieren	Imprägnierer	3	AKEMI Rapid Impregnator	Schneller Basisschutz mit sofortigem Abperleffekt für Stein und Fassaden.
3886	07 Reinigen, Schützen & Reparieren	Reiniger	4	AKEMI ACID Cleaner	Säurehaltiger Reiniger für hartnäckige Zement- und Fugenreste.
622	07 Reinigen, Schützen & Reparieren	Reiniger	4	AKEMI Reiniger A 1lt	Entfernt zuverlässig frische Kleber- und Silikonreste vor dem Aushärten.
2212	07 Reinigen, Schützen & Reparieren	Reiniger	3	AKEMI Crystal Clean Konzentrat	Schlierenfreier Alltagsreiniger für polierten Stein und Feinsteinzeug.
711	07 Reinigen, Schützen & Reparieren	Reiniger	3	AKEMI Oel + Fettentfernerpaste	Entfernt Öl-, Fett- und Wachsflecken von Naturstein und Keramik.
7926	07 Reinigen, Schützen & Reparieren	Reiniger	3	FERROSIL Seal-it® 450 PUR CLEANER	Reinigt PUR-Pistolen und entfernt frische Schaumreste zuverlässig.
2330	07 Reinigen, Schützen & Reparieren	Reiniger	2	AKEMI Imprägnierungs-Entferner	Hoch alkalisches Gel gegen Imprägnierungsflecken und Lackreste.
6346	07 Reinigen, Schützen & Reparieren	Reiniger	2	Innotec Schaum Glas Reiniger Plus 500ml	Schlierenfreier Glasreiniger, der an vertikalen Flächen haften bleibt.
3900	07 Reinigen, Schützen & Reparieren	Reparatur-Sets	3	AKEMI Spectrum Pastes Bonding & Repair Set	Komplettes Reparatur-Set zum farbgenauen Ausbessern von Stein und Keramik.
7257	07 Reinigen, Schützen & Reparieren	Smart-Repair-Sets	3	AKEMI Ceramic Smart Repair Set	Komplettset für unsichtbare Fliesenreparaturen ohne Fliesenaustausch.
5719	07 Reinigen, Schützen & Reparieren	StoneLux-Reparatursystem	3	StoneLux 2.0 Profi Set PRO	Komplettsystem für unsichtbare Reparaturen an Keramik- und Quarzkompositoberflächen.
5720	07 Reinigen, Schützen & Reparieren	StoneLux-Reparatursystem	3	StoneLux 2.0 Professional Kit  (ohne Ceramic Kit)	Fünf Reparaturtechniken für unsichtbare Ausbesserungen an Stein- und Keramikoberflächen.
6252	07 Reinigen, Schützen & Reparieren	StoneLux-Reparatursystem	1	StoneLux,Struk.Granulat X1	Nachbildung feiner Kristallstruktur bei Natursteinreparaturen.
6254	07 Reinigen, Schützen & Reparieren	StoneLux-Reparatursystem	1	StoneLux,Struk.Granulat X2	Nachbildung feiner Kristallstruktur bei Natursteinreparaturen.
6255	07 Reinigen, Schützen & Reparieren	StoneLux-Reparatursystem	1	StoneLux,Struk.Granulat X3	Nachbildung gröberer Kristallstruktur bei Natursteinreparaturen.
6256	07 Reinigen, Schützen & Reparieren	StoneLux-Reparatursystem	1	StoneLux,Struk.Granulat X4	Nachbildung grober Kristallstruktur bei Natursteinreparaturen.
2221	07 Reinigen, Schützen & Reparieren	StoneLux-Reparatursysteme	3	StoneLux® 2.0 Bluetron Handlichtgerät	Akku-Lichthärtegerät für schnelle StoneLux-Reparaturen vor Ort.
4515	07 Reinigen, Schützen & Reparieren	StoneLux-Reparatursysteme	3	Slx StoneLux® 2.0 Ceramic Kit Sortiment	Vollständiges Reparatur-Set für Keramik- und Fliesenschäden mit fünf Techniken.
2241	07 Reinigen, Schützen & Reparieren	StoneLux-Reparatursysteme	2	StoneLux 2.0Transpa Flow Spritze 3ml	Transparentes Reparaturmaterial für feine Steinkorrekturen.
2253	07 Reinigen, Schützen & Reparieren	StoneLux-Reparatursysteme	2	Slx StoneLux® 2.0 Schleif-& Polierblock	Kombiblock zum Schleifen und Polieren nach der StoneLux-Reparatur.
6496	07 Reinigen, Schützen & Reparieren	StoneLux-Reparatursysteme	2	StoneLux 2.0 Primer Universal 1ml	Sorgt für Haftung bei unsichtbaren StoneLux-Reparaturen.
6501	07 Reinigen, Schützen & Reparieren	StoneLux-Reparatursysteme	2	StoneLux 2.0 Primer granit 1ml	Speziell für Granit optimierter Haftvermittler bei Reparaturen.
7830	07 Reinigen, Schützen & Reparieren	StoneLux-Reparatursysteme	2	AKEMI Solvent à 50ml - Zum Anlösen der Farbe von den CERAMIC Colour Cards	Löst die Farbe der Colour Cards für präzises Farbmischen bei Reparaturen.
7831	07 Reinigen, Schützen & Reparieren	StoneLux-Reparatursysteme	2	AKEMI Cleaner I à 30ml - lösungsmittelhaltiger Reiniger auf Alkoholbasis	Reinigt Keramikoberflächen schonend als Vorbereitung für Reparaturarbeiten.
7834	07 Reinigen, Schützen & Reparieren	StoneLux-Reparatursysteme	2	AKEMI Hobel	Trägt Reparaturmaterial exakt bündig ab, ohne den Oberflächenglanz zu verändern.
6504	07 Reinigen, Schützen & Reparieren	StoneLux-Reparatursysteme	1	StoneLux 2.0  Seperator Pen 1ml	Ermöglicht Stempeltechnik für die Reparatur strukturierter Keramikoberflächen.
7030	07 Reinigen, Schützen & Reparieren	StoneLux-Reparatursysteme	1	StoneLux Sparkanülen mit Metallröhrchen 10 Stk im Säckchen	Präzisionsdosierung für StoneLux-Reparaturmaterial.
7832	07 Reinigen, Schützen & Reparieren	StoneLux-Reparatursysteme	1	AKEMI Pinsel für Ceramic Smart Repair Set	Feinpinsel zum präzisen Auftragen der Reparaturfarbe auf Keramikschäden.
7833	07 Reinigen, Schützen & Reparieren	StoneLux-Reparatursysteme	1	AKEMI Mischglas für Lösungsmittel	Wiederverschliessbares Mischglas hält angerührte Reparaturfarben länger nutzbar.
3903	07 Reinigen, Schützen & Reparieren	Wachs / Politur	2	AKEMI Solid Wax	Wachspolitur für dauerhaften Glanz auf Natur- und Kunststein.
6162	08 Staub & Absaugung	Absaughauben	3	FLEX Absaughaube komplett für: LBE 17-11 Winkelschleifer	Ermöglicht staubarmes, randnahes Schleifen mit dem Winkelschleifer.
6236	08 Staub & Absaugung	Absaughauben	3	FLEX Absaughaube  Ø125mm LD+LDE 15-10R/LD 18-7 125R	Werkzeuglose Höhenanpassung für staubarmes randnahes Schleifen.
7908	08 Staub & Absaugung	Akku-Industriesauger	4	FLEX VCE 22 M MC 2x18 Akku Industriesauger	Kabelloser Klasse-M-Sauger für staubfreies Arbeiten direkt am Werkzeug.
5736	08 Staub & Absaugung	Akku-Sauger	3	FLEX Staubsauger VC 6 L MC 18.0 Volt	Handlicher Akku-Sauger für mobilen Einsatz ohne Kabel.
6025	08 Staub & Absaugung	Akku-Sauger	3	Husqvarna DE 110i Akku Staubsauger für BLi-System	Kabelloser Baustellensauger der H-Klasse mit HEPA13-Filter für gefährlichen Staub.
6106	08 Staub & Absaugung	Akku-Sauger	3	FLEX  Akku Staubsauger VC2 L HIP 18.0-EC Hüftsauger	Handfreier Hüftsauger für mobile Absaugarbeiten direkt am Werkzeug.
6167	08 Staub & Absaugung	Baustellensauger 230 V	4	Flex Aktion Pack VCE 33 M AC-Set	Leistungsstarker Klasse-M-Sicherheitssauger für mineralische Stäube inkl. Zubehörpaket.
6200	08 Staub & Absaugung	Baustellensauger 230 V	4	Flex Aktion Pack VCE 44 L AC-Set	Grosser Klasse-L-Baustellensauger mit 42-l-Volumen für lange Einsätze.
7155	08 Staub & Absaugung	Filter	1	FLEX Vorfiltermatten G3 passend zu Bau-Luftreiniger VAC 800-EC 10 Stück	Schützt die Hauptfilter des VAC 800-EC vor grobem Schmutz.
7156	08 Staub & Absaugung	Filter	1	FLEX Grobfilter G4 passend zu Bau-Luftreiniger VAC 800-EC 1 Stück	Effektiver Grobstaubfilter mit geringem Luftwiderstand.
7157	08 Staub & Absaugung	Filter	1	FLEX Aktivkohlefilter G4 passend zu Bau-Luftreiniger VAC 800-EC	Filtert Gerüche und Staub gleichzeitig aus dem Arbeitsumfeld.
7158	08 Staub & Absaugung	Filter	1	FLEX Feinstaubfilter F7 passend zu Bau-Luftreiniger VAC 800-EC 1 Stück	Filtert Feinstaub zuverlässig aus der Baustellenluft.
7159	08 Staub & Absaugung	Filter	1	FLEX HEPA 13 Filter passend zu Bau-Luftreiniger VAC 800-EC	Hocheffiziente HEPA-Filterung für höchste Luftreinheit.
7160	08 Staub & Absaugung	Filter	1	FLEX HEPA 14 Filter passend zu Bau-Luftreiniger VAC 800-EC	Höchste Filterklasse für maximale Luftreinheit auf der Baustelle.
7356	08 Staub & Absaugung	Filtersäcke	2	FLEX Vlies-Filtersäcke VC 21-26 Pack à 5 Stück	Reissfeste Filtersäcke für saubere Entsorgung von Saugerstaub.
8253	08 Staub & Absaugung	Industriesauger 230V	4	Husqvarna Staubsauger DE 35 H	H13-zertifizierter Industriesauger mit konstant hohem Luftstrom für Gefahrstoffe.
7151	08 Staub & Absaugung	Luftreiniger	3	FLEX Bau-Luftreiniger VAC 800-EC #AKTION#	Effizienter Bau-Luftreiniger mit Unterdruck-Erzeugung für Schwarz-Bereiche.
7263	08 Staub & Absaugung	Sauger 230 V	4	FLEX VCE 28 L MC-Sauger, inkl. Reinigungsset	Vielseitiger 25-L-Sauger für Trocken- und Nasssaugen mit Reinigungsset.
6901	08 Staub & Absaugung	Sauger 230 V	3	Husqvarna DE 130 Staubsauger (230V) mit Auto-Pulse-Technologie	Leistungsstarker H-Klasse-Sauger mit automatischer Filterreinigung.
6994	08 Staub & Absaugung	Sauger 230 V	3	Husqvarna DE 110 H Staubsauger 230 V	Kompakter H-Klasse-Sauger mit stabilem Luftstrom für lange Reinigungsintervalle.
6607	08 Staub & Absaugung	Sauger 230V	4	FLEX Staubsauger VC 6 L MC 230V Kompaktsauger	Kompakter, mobiler Sauger für die Endmontage und Fahrzeugreinigung.
7163	08 Staub & Absaugung	Türschleusen	1	FLEX Staubschutz Türe zu VAC 800-EC  10 Stück	Schottet den Arbeitsbereich zuverlässig gegen Staubausbreitung ab.
7164	08 Staub & Absaugung	Zubehör Luftreiniger	1	FLEX Schlauch SH 125x5m C passend zu Bau-Luftreiniger VAC 800-EC	Flexibler Anschlussschlauch für den VAC 800-EC in drei Längen.
6333	09 Akku-Maschinen & Zubehör	Akku-Schlagbohrschrauber	4	Flex Schlagbohrschrauber PD 2G 18.0 EC HD	Hohes Drehmoment von 158 Nm für kraftvolles Bohren und Schrauben.
5785	09 Akku-Maschinen & Zubehör	Akku-Winkelschleifer	5	FLEX LBE 125 18.0-EC C Akku Winkelschleifer	Kabelloser Winkelschleifer mit bürstenlosem Motor für flexibles Arbeiten.
6009	09 Akku-Maschinen & Zubehör	Akku-Winkelschleifer	5	FLEX L 125 18.0-EC C Akku Winkelschleifer	Leichter Akku-Winkelschleifer mit bürstenlosem Motor für flexiblen Einsatz.
7409	09 Akku-Maschinen & Zubehör	Akku-Winkelschleifer	4	FLEX LBE 76 12-EC C Winkelschleifer	Kompakter 12V-Akku-Winkelschleifer für Rechts- und Linkshänder dank drehbarem Kopf.
7688	09 Akku-Maschinen & Zubehör	Akku-Winkelschleifer	4	FLEX Akku Winkelschleifer LBE 76 12-EC SET	Einsatzbereites Komplettset des Mini-Winkelschleifers inklusive Akku und Zubehör.
6656	09 Akku-Maschinen & Zubehör	Akku-Winkelschleifer 125 mm	5	FLEX LB 125 18.0-EC C Akku Winkelschleifer ohne Akku	Bürstenloser Akku-Winkelschleifer mit hoher Sicherheit und Effizienz.
7322	09 Akku-Maschinen & Zubehör	Akku-Winkelschleifer 125 mm	4	FLEX LBP 125-15 18-EC C Winkelschleifer	Industrietauglicher Akku-Winkelschleifer mit Totmann-Sicherheitsschalter.
7072	09 Akku-Maschinen & Zubehör	Akku-Winkelschleifer 125 mm Set	5	FLEX LB 125 Winkelschleifer 18.0-EC 5.0 SET	Komplett-Set: Akku-Winkelschleifer inkl. Akkus, Ladegerät und Koffer.
6864	09 Akku-Maschinen & Zubehör	Akkus	5	FLEX Akku AP 18.0 Volt / 2.5Ah / 5.0 Ah / 8Ah	Ersatz- oder Zusatzakku für alle FLEX 18-V-Maschinen.
6493	09 Akku-Maschinen & Zubehör	Akkus & Ladegeräte	4	FLEX Akku Pack P-Set 88 R	Leistungsstarkes Akku-Starterset für langes, unterbruchsfreies Arbeiten.
6494	09 Akku-Maschinen & Zubehör	Akkus & Ladegeräte	4	FLEX Akku Pack P-Set 55 R	Günstiges Akku-Starterset für den Alltag auf der Baustelle.
6694	09 Akku-Maschinen & Zubehör	Akkus & Ladegeräte	3	FLEX Akku Pack P-Set 22 Q 18 Volt und zwei Akku 2.5Ah 18V	Günstiger Einstieg ins FLEX-18-V-Akkusystem.
6257	09 Akku-Maschinen & Zubehör	Baustrahler	3	FLEX LED Akku Baustrahler CL 5000 10.8/18.0	Helle, robuste Baustellenbeleuchtung mit Memory-Funktion und USB-C-Ausgang.
6277	09 Akku-Maschinen & Zubehör	Baustrahler	3	FLEX LED Akku Baustrahler CL 10000 10.8/18.0	Kraftvolle Baustellenbeleuchtung für grössere Flächen.
6783	09 Akku-Maschinen & Zubehör	Baustrahler	3	FLEX Akku-Baustrahler mit Stativ TL 4000 18.0/230V	Leistungsstarker Akku-Baustrahler mit flexibler Ausleuchtung und Stativ.
6948	09 Akku-Maschinen & Zubehör	Ladegeräte	3	FLEX Doppel-Ladegerät CA 2x 12/18V	Ladet zwei FLEX-Akkus gleichzeitig, schnell und ohne Wartezeit.
6066	09 Akku-Maschinen & Zubehör	Multitool	4	FLEX MT 18.0-EC C Akku Multitool	Vielseitiges Multitool zum Entfernen von altem Fugenmörtel, Kleber und Silikon.
6280	09 Akku-Maschinen & Zubehör	Multitool-Zubehör	3	FEIN Segmentmesser SLM Diamant 1.2 mm	Präzises Austrennen dünner Fugen ohne Überschnitt in Ecken und Kanten.
6281	09 Akku-Maschinen & Zubehör	Multitool-Zubehör	3	FEIN Segmentmesser SLM Diamant 2.2 mm	Austrennen breiterer Fugen ohne Überschnitt in Ecken und Kanten.
6282	09 Akku-Maschinen & Zubehör	Multitool-Zubehör	2	FEIN E-Cut Sägeblatt SLP U-BIM 60x44mm	Universalsägeblatt für vielseitige Trennschnitte am Multitool.
6284	09 Akku-Maschinen & Zubehör	Multitool-Zubehör	2	FEIN E-Cut Metall-Sägeblatt SLM HM Carbide Pro	Extrem verschleissfestes Tauchsägeblatt für harte Metalle.
6781	09 Akku-Maschinen & Zubehör	Ventilator	2	FLEX Akku Ventilator 18.0/230 V	Flexibler Baustellen-Ventilator, betreibbar mit Akku oder Netzteil.
5750	10 Maschinen 230 V	Betonschleifer	3	FLEX  LD 24-6 180 Betonschleifer	Kraftvolles Grossflächenschleifen von Beton mit integrierter Staubabsaugung.
7550	10 Maschinen 230 V	Betonschleifer	3	FLEX Aktion LDE 16-8 125 R, Kit Thermo-Super Betonschleifer #FLEX#Bodenbearbeitung	Staubarmer Betonschleifer mit optimal abgestimmtem Diamantschleiftopf im Set.
4132	10 Maschinen 230 V	Druckluft-Winkelschleifer	2	Druckluft Winkelschleifer Mini	Leichter Druckluft-Winkelschleifer für Radien und kleine Flächen.
7882	10 Maschinen 230 V	Schwingschleifer	3	FLEX OSE 2-80 EC Set Schwingschleifer	Vibrationsarmer, staubfreier Schwingschleifer für ermüdungsfreies Feinschleifen.
6323	10 Maschinen 230 V	Stockmaschine	2	FLEX ST 804 Stockmaschine Ø150mm mit 4 Stockstationen	Präzises Stocken und Aufrauen von Stein- und Betonoberflächen.
3129	10 Maschinen 230 V	Stockmaschinen	3	FLEX ST 1503 Stockmaschine Ø100 mm	FLEX-Stockmaschine zum schnellen, präzisen Aufrauen von Stein und Beton.
3133	10 Maschinen 230 V	Supraflex / Schleifmaschinen	4	FLEX SE 14-2 150 Set Supraflex	Kraftvoller Schleif-Spezialist zum Sanieren und Renovieren von Stein und Metall.
5167	10 Maschinen 230 V	Supraflex-Poliermaschine	3	FLEX SE 14-2 125 Supraflex Set	Vielseitiger Schleif-Spezialist mit Drehzahlregelung zum Sanieren und Polieren.
3125	10 Maschinen 230 V	Winkelschleifer	5	FLEX L3406 VRG Winkelschleifer	Universeller FLEX-Winkelschleifer zum Schleifen und Polieren mit stufenloser Drehzahl.
5529	10 Maschinen 230 V	Winkelschleifer 230 V	4	FLEX Aktion Winkelschleifer Set LBE 17-11 inkl. L12-11	Zwei hochwertige FLEX-Winkelschleifer im Aktionsset zum Vorteilspreis.
5754	10 Maschinen 230 V	Winkelschleifer 230 V	4	FLEX LB 17-11 Winkelschleifer Ø125mm Aufnahme M 14	Kraftvoller 1700-Watt-Winkelschleifer mit mechanischer Sicherheitsbremse.
6253	10 Maschinen 230 V	Winkelschleifer 230 V	4	FLEX L 12-11 125 Winkelschleifer	Leichter, universeller Winkelschleifer für den täglichen Einsatz.
6296	10 Maschinen 230 V	Winkelschleifer 230 V	4	FLEX L 1400 125 Winkelschleifer	Kompakter Einstiegs-Winkelschleifer mit werkzeugloser Schutzhaube.
6968	10 Maschinen 230 V	Winkelschleifer 230 V	4	FLEX Winkelschleifer 900 Watt LE 9-11 Ø125mm	Vielseitiger 230-V-Winkelschleifer für Metall, Bau und Renovierung.
7530	10 Maschinen 230 V	Winkelschleifer 230V	4	FLEX L 1606 VR Winkelschleifer 230V	Leistungsstarker 230V-Winkelschleifer mit 6-stufiger Drehzahlvorwahl und Anti-Kickback.
2407	11 Arbeitsschutz (PSA)	Arbeitsschürzen	2	Arbeitschürze AGRITEX 95x120	Robuste, öl- und säurebeständige Arbeitsschürze mit Schulterbändern.
2413	11 Arbeitsschutz (PSA)	Arbeitsschürzen	2	Arbeitsschürze mit Schultertragriemen	Reiss- und abriebfeste Schürze mit Schultertragriemen.
2414	11 Arbeitsschutz (PSA)	Arbeitsschürzen	2	PSA Arbeitschürze ANTICID, braun mit Halsriemen 90x140cm	Grosse, säure- und hitzebeständige Schürze für Nassbereichsarbeiten.
6588	11 Arbeitsschutz (PSA)	Atemschutz	3	PSA Atemschutzsystem OPTREL SWISS AIR BASIC	Leichter Gebläse-Atemschutz mit höchster Schutzklasse TH3/TM3.
3301	11 Arbeitsschutz (PSA)	Atemschutzmasken	3	Faltbare Partikelmaske 3M 10 Stück	Faltbare FFP3-Maske mit hohem Tragekomfort für staubige Arbeiten.
3302	11 Arbeitsschutz (PSA)	Atemschutzmasken	3	MOLDEX Feinstaubmaske M-3205 1 Stück	FFP3-Maske für Steinfeinstaub mit langer Einsatzdauer je Schicht.
4046	11 Arbeitsschutz (PSA)	Atemschutzmasken	3	Staub-Halbmaske Moldex 7000, ohne Filter	Wiederverwendbare Halbmaske als Basis für frei wählbare Filter.
3303	11 Arbeitsschutz (PSA)	Filter zu Atemschutzmasken	2	Gasfilter A1 zu Moldex 7000 pro Stück	Ersatz-Gasfilter für die Moldex-7000-Halbmaske.
3304	11 Arbeitsschutz (PSA)	Filter zu Atemschutzmasken	2	Partikel-Filter P3 R zu MOLDEX 7000 pro Stück	Ersatz-Partikelfilter P3R für die Moldex-7000-Halbmaske.
3257	11 Arbeitsschutz (PSA)	Gehörschutz	3	Kapselgehörschutz VS 120	Langlebiger Kapselgehörschutz mit hohem Tragekomfort für Dauereinsatz.
